Id;Codigo;Nombre;Pais;Dpto;Status
1072;325;SAN LUIS DE PALENQUE;169;85;1
1073;400;TAMARA;169;85;1
1074;410;TAURAMENA;169;85;1
1075;430;TRINIDAD;169;85;1
1076;440;VILLANUEVA;169;85;1
1077;1;MOCOA;169;86;1
1078;219;COLON;169;86;1
1079;320;ORITO;169;86;1
1080;568;PUERTO ASIS;169;86;1
1081;569;PUERTO CAICEDO;169;86;1
1082;571;PUERTO GUZMAN;169;86;1
1083;573;PUERTO LEGUIZAMO;169;86;1
1084;749;SIBUNDOY;169;86;1
1085;755;SAN FRANCISCO;169;86;1
1086;757;SAN MIGUEL (LA DORADA);169;86;1
1087;760;SANTIAGO;169;86;1
1088;865;LA HORMIGA (VALLE DEL GUAMUEZ);169;86;1
